,GC/LE/Other,Category,Name,Note Description,Status,Released/Available Date,Cesssation Date,Refactore Date,Review,Notes,,,,
,Retail Exclusive,Sphere + Sundry,Horn of Rose,"While Horn of the Lily soothes the mind, so does Horn of the Rose soothe the heart. This is an oil of stability and grounding that assists in emotional regulation and soothes turbulence and cools passions in order to help facilitate equilibrium, balance, and integration. 
Rose absolute and rose petals from the TAL garden (Rosa damascena), wild rose petals from the TAL garden (Rosa nutkana), angelica root and essential oil (Angelica archangelica), Ecuadorian palo santo wood resin and essential oil (Bursera graveolens), orris root and butter (Iris pallida Lam.), champaca absolute (Michelia champaca L.), ylang ylang essential oil (Cananga odorata var. genuina), helichrysum essential oil (Helichrysum italicum), lavender buds and solvent-extracted absolute (Lavandula angustifolia), Seville lavender essential oil (Lavandula stoechas subsp. luisieri Rozeira ), rose hips (Rosa rubiginosa), oakwood absolute (Quercus robur), benzoin gum (Quercus robur), hyssop essential oil and herb from the TAL garden (Hyssopus officinalis), ), burgundy pitch (Pini burgundica), clove essential oil and bud (Syzygium aromaticum), Scotch pine essential oil (Pinus sylvestris), wildharvested Eastern white pine needles (Pinus strobus), whole jasmine flowers (Jasminum odoratissimum), jasmine absolute (Jasminum grandiflorum), and Black Phoenix Alchemy Lab rose vegetal musk.",,,,,,,,,,
,Limited Edition,Surely You Jest,The Acrobats,"dried apricot, russet amber, blackened tea leaf, wild fig, and rum oud.",,,,,,,,,,
,Limited Edition,Surely You Jest,Cynocephalic Fool with Bladder Stick Giving Jesus a Hard Time,a Medieval marzipan suffused with frankincense smoke and splashed by sacramental wine.,,,,,,,,,,
,Limited Edition,Surely You Jest,"Euer Narren Lache Ich Allen, Denn Nur Ihre Kolben Tun Gefallen","white peppercorn peering slyly through green tangerine, mandarin, mimosa, and red lotus root.",,,,,,,,,,
,Limited Edition,Surely You Jest,The Extraction of the Stone of Madness,"white peppercorn peering slyly through green tangerine, mandarin, mimosa, and red lotus root.",,,,,,,,,,
,Limited Edition,Surely You Jest,Feast of Fools,"cacophonous red poppy, sweet almond cream, wildflower honey, molasses, gingerbread, scarlet jasmine, red amber, lemon peel, Spanish moss, and black musk",,,,,,,,,,
,Limited Edition,Surely You Jest,Fest Der Bogenschutzen,"trampled grass, crushed apples, and a flash of red currant motley.",,,,,,,,,,
,Limited Edition,Surely You Jest,Hamlet et Les Fossoyeurs,"dried rose petals scattered among funeral cypresses, a splash of sly tonka fougere, tobacco absolute, and charred white sandalwood skulls.",,,,,,,,,,
,Limited Edition,Surely You Jest,Medieval Fool Breaking the Fourth Wall,"Cheeky blackcurrant against a backdrop of scorched goat’s milk, festooned with ribbons of scarlet musk, dried plum, and sweet rose-infused amber.",,,,,,,,,,
,Limited Edition,Surely You Jest,Mondeken Toe,"Peru balsam, dusty leather accord, jingling brazen amber, oakmoss, crushed mint, teakwood, and a coxcomb curl of red musk.",,,,,,,,,,
,Limited Edition,Surely You Jest,Stanczyk,"scarlet silk, spiced rose petals, well-worn red leather, Oman frankincense, labdanum, dried cherries, and blackberry wine",,,,,,,,,,
,Limited Edition,Surely You Jest,"Touchstone, The Jester","fig milk, white cedar, white pear, vanilla cream, bourbon sandalwood, clove, honey cake, and sweet musk.",,,,,,,,,,
,Limited Edition,A Little Lunacy,Worm Moon 2024,"A squiggle of red sandalwood and orris chomping into wild chestnuts, oak bark, and fig",,,,,,,,,,
,Limited Edition,Duets,Clover and Pink Pepper,,,,,,,,,,,
,Limited Edition,Duets,Chestnut and Rum,,,,,,,,,,,
,Limited Edition,Duets,White Sandalwood and Honey Cream,,,,,,,,,,,
,Limited Edition,Duets,Bourbon Vanilla and Teakwood,,,,,,,,,,,
,Limited Edition,Ars Anni March,Dreamer of Dreams,"Lavender absolute, indigo champaca, Hojari frankincense, cananga flower, agarwood, soft mosses, labdanum absolute, twilight sandalwood, Bengali oud, lime rind, and a drop of cacao absolute.",,,,,,,,,,
,Limited Edition,Ars Anni March,In Unserm Brunnen Ist Ein Nix,"River reeds, fen violets, water lilies, starfruit, wild berries, lily of the valley, and climbing roses.",,,,,,,,,,
,Limited Edition,Ars Anni March,"Nyx, Night Goddess","ink-black opoponax absolute, glittering amber, caramelized oud, black styrax, and Oman frankincense.",,,,,,,,,,
,Limited Edition,Ars Anni March,The Storm,"Rain-dappled moss, golden silk, and sheer, gossamer vanilla.",,,,,,,,,,
,Limited Edition,Ars Anni,Treasure,"pearlescent orris butter, polished coral, lilac-blushed choya nakh, ambergris foam, osmanthus petals, salt-crusted driftwood, honey dust, white grapefruit peel, cerulean musk, golden flecks of sea-speckled amber, and bittersweet mimosa.",,,,,,,,,,
,Limited Edition,A Little Lunacy,Pink Moon 2024,sugar-swirled strawberry milk with frothed marshmallow cream.,,,,,,,,,,
,Limited Edition,Lunacy Duets,Pink Moon: Sugar Crystals & Mandarin,,,,,,,,,,,
,Limited Edition,Lunacy Duets,Pink Moon: Wild Strawberries & Patchouli,,,,,,,,,,,
,Limited Edition,Lunacy Duets,Pink Moon: Ylang Ylang & White Musk,,,,,,,,,,,
,Limited Edition,Lunacy Duets,Pink Moon: Pomegranate & Merlot,,,,,,,,,,,
,Limited Edition,Ars Anni April,Die Wunderblume,"Thick blankets of moss embracing river-smoothed stones, a cascade of shimmering amber, and heady white petals.",,,,,,,,,,
,Limited Edition,Ars Anni April,L'Aurore,"A softly glowing floral aldehyde streaked with somnolent lavender, ambrette, purple rose, vanilla bean, pink cognac, violet leaf, woad, muguet, black currant bud, and sheer musk.",,,,,,,,,,
,Limited Edition,Ars Anni April,Lovers Among Lilacs,"Soft, sweet bourbon vanilla and sensuous benzoin nestled in a haven of lilac blooms.",,,,,,,,,,
,Limited Edition,Ars Anni April,The Naiads' Hour,"Pearlescent ambergris and salt musk, white bergamot, elemi, white lemon peel, champaca, and seafoam.",,,,,,,,,,
,Limited Edition,Ars Anni April,The Truth Lies in Old Books,"Cracked leather binding and aged, yellowing, blood-soaked paper, clove bud, green silk, sandalwood incense, agarwood, black sesame, and thorns.",,,,,,,,,,
,Limited Edition,Other,Swarmageddon,"soft, dark soil, black pepper, tonka bean, decaying leaves, licorice root, ambrette seed, sweet vetiver, bourbon vanilla, oakmoss, brown labdanum, elm bark, vegetable leather, clary sage, 13-year aged patchouli, 17-year aged patchouli, and two bright red specs of dragon’s blood resin.",,,,,,,,,,
,Activism,Activism,Cosmic Critters,"Wild fig, buttercream honey, bourbon cream sweetened with a bit of condensed milk, and warm, snuggly russet patchouli.",,,,,,,,,,
,Retail Exclusive,Spiritus Arcanum / Apiary,Telling the Bees,"A red and white scattering of clover, pansy petals and crushed daffodils, a clutch of wild roses, and buzzing hives draped with velvety black musk.",,,,,,,,,,
,Retail Exclusive,Spiritus Arcanum / Apiary,Waxen Image,"Beeswax, ashes, and blood.",,,,,,,,,,
,Retail Exclusive,Spiritus Arcanum / Apiary,Melissae,"Wildflower honey, frankincense, olive blossoms, and cinnamon.",,,,,,,,,,
,Retail Exclusive,Spiritus Arcanum / Book of Secrets,Secrets of the Psalms,"A compound of frankincense, galbanum, onycha accord, and Balm of Gilead.",,,,,,,,,,
,Retail Exclusive,Spiritus Arcanum / Book of Secrets,Book of Secrets of Albertus Magnus,"Date palm, luminous fossilized amber resin, bay laurel, and frankincense.",,,,,,,,,,
,Retail Exclusive,Spiritus Arcanum / Book of Secrets,Long-Hidden Friend,"Mulberry, pumpkin molasses, and sweet clove dashed with sonnen-werbel to ensure that people speak to you with pleasant words and a sprinkle of caraway to keep you safe from frights and fantasies.",,,,,,,,,,
,Retail Exclusive,Spiritus Arcanum / Book of Secrets,Egyptian Secrets of Albertus Magnus,"Myrrh resin, green cardamom, golden saffron, and honeyed fig.",,,,,,,,,,
,Retail Exclusive,Spiritus Arcanum / Book of Secrets,The Sixth and Seventh Books of Moses,Ink-scratched parchment suffused with the smoke of Oman frankincense and Yemeni myrrh.,,,,,,,,,,
,Retail Exclusive,Spiritus Arcanum / Book of Secrets,Sator,"Night-black musk and scorched wood polished with ambrette, suffused with sweet flag, olibanum, vetiver, styrax, and red labdanum.",,,,,,,,,,
,Limited Edition,A Little Lunacy,Flower Moon,"A paean to glorious green and glistening horrors: accords of glowering baneberry, belladonna sap, manzanilla de la muerte, and bloodied flytrap fangs.",,,,,,,,,,
,Limited Edition,Lunacy Duets,Red Poppy Pod & Blue Lilac,,,,,,,,,,,
,Limited Edition,Lunacy Duets,English Ivy Leaves & Milky Hemlock Sap,,,,,,,,,,,
,Limited Edition,Lunacy Duets,Patchouli & Wormwood,,,,,,,,,,,
,Limited Edition,Lunacy Duets,Blackberry & Lime Rind,,,,,,,,,,,
,Limited Edition,Ars Anni May,The Bath of Venus,"Velvet rose petals, white silk, red benzoin, sweet black labdanum, honeyed wine, kyphi tar, scarlet amber, and frankincense-smoked carnation petals.",,,,,,,,,,
,Limited Edition,Ars Anni May,Concert,"Black velvet, ancient climbing roses, champaca magnolia, and deep, resonant strings of amber.",,,,,,,,,,
,Limited Edition,Ars Anni May,La Nuit,"A midnight sea of blackcurrant, wild plum, black hellebore silk, night blooming jasmine, and lilac incense, dotted with glittering specks of honeyed clove, elemi, Tahitian ginger, and muguet.",,,,,,,,,,
,Limited Edition,Ars Anni May,Nymph and Satyr,"Oak leaves, wine-splashed bark, goat’s milk accord, forest blossoms, and moss-dappled skin musk",,,,,,,,,,
,Limited Edition,Ars Anni May,Nymph in a Goldfish Pond,"White and pink lotus, calla lilies, and freshwater pearls in a swirl of apricot, tangerine, mimosa, and mandarin",,,,,,,,,,
,Activism,Kotinos,Olive Wreath,an anointed circlet of leafy branches cut from the sacred wild-olive tree near the temple of Zeus,,,,,,,,,,
,Activism,Kotinos,Laurel Wreath,bay laurel and calamus gilded with fossilized amber.,,,,,,,,,,
,Activism,Kotinos,Marble Wreath,"A memorial garland of white sandalwood streaked with lapsang souchong, chilled vanilla, and benzoin.",,,,,,,,,,
,Activism,Kotinos,Cake Pop Wreath,"Spheres of faintly lemony olive oil cake, coated in vanilla frosting and crowned with a scattering of rainbow sprinkles",,,,,,,,,,
,Limited Edition,A Little Lunacy,Strawberry Moon 2024,"overripe strawberries and bloody smears of red currant hovering in a gloom of indigo musk, black tea, plum incense tears, champaca, cacao, and hazy laudanum accord.",,,,,,,,,,
,Limited Edition,Duets,Prune and Nag Champa,,,,,,,,,,,
,Limited Edition,Duets,Green Tea and Green Strawberries,,,,,,,,,,,
,Limited Edition,Duets,Red Currant and Silvered Musk,,,,,,,,,,,
,Limited Edition,Duets,Black Musk and Nutmeg,,,,,,,,,,,
,Limited Edition,Ars Anni: June Bloom,Ezekiel's Vision of God,globules of white coconut beaming through blinding white amber and Oman frankincense,,,,,,,,,,
,Limited Edition,Ars Anni: June Bloom,Mouse,"Golden hay, vanilla bean, toasted amber, hazelnuts, white carnation petals, and cream.",,,,,,,,,,
,Limited Edition,Ars Anni: June Bloom,Summer's Death Tune,"Crackling, dry grasses, pale cedarwood, bone-yellow sandalwood, uprooted mandrake, a tangle of patchouli, and the smoke of distant bonfires.",,,,,,,,,,
,Limited Edition,Ars Anni: June Bloom,Twin Stars,"Incandescent lemon rind, apple wine, and Calabrian bergamot gleaming through velvety blue lavender, black cashmere, Laotian oud, and deep, rich, 2-year aged patchouli.",,,,,,,,,,
,Limited Edition,A Little Lunacy,June Gloom,a bouquet of bright summer flowers dampened by the scent of morning mist and rain.,,,,,,,,,,
,Limited Edition,A Little Lunacy,Serpent in the Berries,strawberry-infused Snake Oil with a froth of marshmallow fluff and a hint of vanilla sugar,,,,,,,,,,
,Activism,Lambda Legal,Obergefell v Hodges,"sun-warmed purple fig, wildflower honey, almond cream, jasmine absolute, mimosa, and bourbon vanilla.",,,,,,,,,,
,Limited Edition,A Little Lunacy,Deer Moon,"warm russet musk, toasted sandalwood, cacao, blood-tipped blackberry thorns, and oak bark.",,,,,,,,,,
,Limited Edition,Duets,Honey Dust and Oudh,,,,,,,,,,,
,Limited Edition,Duets,Blackberry and Wild Lilac,,,,,,,,,,,
,Limited Edition,Duets,GOlden Tobacco and Beeswax,,,,,,,,,,,
,Limited Edition,Duets,Caramel and Dark Musk,,,,,,,,,,,
,Limited Edition,Ars Anni: July,An Angel Leading a Soul Into Hell,"A tarterian conflagration of red musk, mimosa, scorched leather, Halfeti rose, and king mandarin aflame with red pepper, daemonorops draco, red amber, patchouli ash, pimento berry, cardamom, and tobacco.",,,,,,,,,,
,Limited Edition,Ars Anni: July,Faun Einer Amsel Zupfeifend,"A musky, sensual balsamic amber reclining on a bed of dandelions, mock strawberry, and wild grasses with a flutter of feathery black vetiver and a splotch of ink.",,,,,,,,,,
,Limited Edition,Ars Anni: July,Morning Follows Night,"Bourbon vanilla, tonka bean, raw cacao, and patchouli root illuminated by yellow bergamot, lemon rind, and white amber.",,,,,,,,,,
,Limited Edition,Ars Anni: July,Woman in Front of the Setting Sun,Five ambers fading in descending radiance.,,,,,,,,,,
,Limited Edition,Other,Snake Oil: Vintage 2014,"Magnetic, mysterious, and exceedingly sexual in nature. Our signature scent, deep, rich earthy notes swirled with vegetal musks, sugared vanilla bean, and dark spices",,,,,,,,,,
,Activism,Activism,Coconut Tree Single Note,"coconut meat, coconut milk, coconut frond, and coconut husk.",,,,,,,,,,
,General Catalog,The Last Uniocorn (2024),Hagsgate,"rich black soil and hay, cucumber, tomato, red lettuce, summer squash, black eggplant, arugula, grape vine, artichoke, and a tangle of herbs marred by an undercurrent of vetiver, patchouli, and black moss.",,,,,,,,,,
,General Catalog,The Last Uniocorn (2024),King Haggard,"Dry cedar, bitter balsam, and ashes.",,,,,,,,,,
,General Catalog,The Last Uniocorn (2024),Prince Lir,"vanilla fougere, bright citrus, juniper berry, ambergris accord, and basil.",,,,,,,,,,
,General Catalog,The Last Uniocorn (2024),The King's Daughter,"lilac musk, sandalwood, sweet pea, watermelon accord, pale woods, elemi, and oakmoss.",,,,,,,,,,
,General Catalog,The Last Uniocorn (2024),Touched Twice,"sheer, luminescent vanilla musk with frangipani, red sandalwood, frankincense, champaca flower, coconut, rose absolute, white cyclamen, Himalayan mogra, angelica, and white oud.",,,,,,,,,,
,General Catalog,The Last Uniocorn (2024),Witch-Cursed Castle,"Weed-strewn oak, opoponax, wet stone, creaking redwood, and desolate olibanum.",,,,,,,,,,
,Limited Edition,Felis Silvestris Catus,Black Cat with Tomato Plants,"Tomato fruit and leaf, a skritch of soil, spicy geranium petals, orange blossom, marigold, and sultry musk.",,,,,,,,,,
,Limited Edition,Felis Silvestris Catus,Cat Sleeping on an Armchair,A cozy floof of sugared coconut.,,,,,,,,,,
,Limited Edition,Felis Silvestris Catus,Cats and Sparrows,"Vanilla cream, tonka absolute, caramelized cedarwood, and sepia-washed amber resinoid.",,,,,,,,,,
,Limited Edition,Felis Silvestris Catus,The Large Cat,"A deep rumbling purr: myrrh, sweet almond, spiced rum, brown sugar, honeyed dates, golden amber, scorched marshmallow, and toasted vanilla musk.",,,,,,,,,,
,Limited Edition,Felis Silvestris Catus,Old Woman With Cat,"Sweet roasted pumpkin rind, raw wool accord, polished oak, baked bread, cocoa absolute, and kitchen herbs.",,,,,,,,,,
,Event Exclusive,DragonCon 2024,Bearded Dragon,"Dragon's blood resin, ambrette seed, brown musk, coffee bean, caramelized vanilla husk, and cardamom.",,,,,,,,,,
,Event Exclusive,DragonCon 2024,Beatific Dragon,"dragon's blood resin, vanilla silk, angelica seed, mimosa, orris root, pink grapefruit, and angelic amber musk.",,,,,,,,,,
,Event Exclusive,DragonCon 2024,Draconic Bedtime Stories,"Dragon's blood resin, lavender bud, hops, fir needle, and incense smoke.",,,,,,,,,,
,Event Exclusive,DragonCon 2024,Dragon Blorgh,"Dracaena cinnabari, blackened opoponax, labdanum, black oud, champaca resin, 3-year aged patchouli, and cacao.",,,,,,,,,,
,Event Exclusive,DragonCon 2024,Flaxen Flame,"Golden gusts of gilded amber and dragon's blood heated by clove bud, white peppercorn, and allspice.",,,,,,,,,,
,Event Exclusive,DragonCon 2024,Nagging Dragon,"crimson musk, dragon's blood smoke, wild plum, champagne grape, and dried pomegranate.",,,,,,,,,,
,Event Exclusive,DragonCon 2024,Filthy Peach Pulp,"overripe peach pulp infused with red musk, sultry black velvet musk, sweet honeyed fig, frilly vanilla, balsamic amber, and raw dark patchouli.",,,,,,,,,,
,Event Exclusive,DragonCon 2024,Peach Fougere,An effervescent aldehydic peach cologne with hints of crushed herbs and fern.  ,,,,,,,,,,
,Event Exclusive,DragonCon 2024,Peach Sticky Rice,"Chewy, sugary, and steeped in coconut milk.",,,,,,,,,,
,Event Exclusive,DragonCon 2024,"Roasted Peach, Velvet Rose, and Labdanum",A surprisingly sensual and voluptuous peach blend.,,,,,,,,,,
,General Catalog,RPG,Aasimar,"radiant white amber, earthy cardamom, orris root, celestial incense, and diaphanous vanilla silk.",,,,,,,,,,
,General Catalog,RPG,Dragonborn,"Gleaming scales of leathery dragon’s blood resin with a splash of acid, a crack of ozone, and a hint of smoke.",,,,,,,,,,
